hash,perplexity
1,2.451420374705587
2,2.3688637155160794
3,3.6631375766813243
4,3.5097232581045508
5,2.256313993275572
6,2.336463936434425
7,2.7337535038690715
8,3.6631375766813243
9,2.596009738682074
10,2.2228036378755105
11,2.1872430416266453
12,3.761910280159648
13,2.058335836445595
14,1.9917543739512162
15,2.337673504267941
16,2.9860782420710867
17,3.0296913408672075
18,2.4617247836271363
19,2.382100012862362
20,2.370659764233341
21,2.204997647532577
22,3.1124523365018395
23,2.8702219732999077
24,2.93533151485826
25,3.549084031525486
26,3.9086300736965884
27,2.4716267667728773
28,3.37588900877495
29,2.845418994136334
30,4.593740509786929
31,3.6631375766813243
32,2.896420895578989
33,2.2228036378755105
34,2.1872430416266453
35,3.761910280159648
36,2.15197629301467
37,2.1105036530754306
38,2.423138525417074
39,3.1216868073050352
40,3.3081675293835966
41,2.590218709110927
42,2.4699885340112773
43,2.581184918515522
44,2.3894323826951753
45,3.5455796765447274
46,3.277946647443066
47,3.286596743598918
48,3.9935077080763497
49,4.214963955300873
50,2.4716267667728773
51,2.7326447021117737
52,2.6271999814395133
53,2.813598388704202
54,2.728038165596723
55,2.69552297996178
56,2.6229941569668864
57,2.813598388704202
58,2.728038165596723
59,2.7070346109009407
60,2.6351393039783377
61,2.82201801564682
62,2.7377360306981067
63,3.5526445522887595
64,3.6319094053340306
65,5.926026781911059
66,3.6319094053340306
67,2.340957514993319
68,2.7400531987344334
69,3.1514645557180594
70,2.284927294722033
71,2.3776687436957804
72,2.389674723714671
73,2.365355948954052
74,2.344824408993884
75,2.8078329158934636
76,3.7300532947903617
77,3.0776712336321475
78,2.1332627109719833
79,2.0430055503598146
80,2.4187679338962456
81,2.389436048583552
82,3.1759892143571844
83,2.7369440075191913
84,2.5189166783926416
85,2.5221196099364276
86,3.901971850585465
87,4.579673439860295
88,4.206812238310347
89,2.7619436728888167
90,2.755159729678451
91,3.997188034388855
92,5.2616968498435295
93,4.846302680114495
94,3.0318616568026755
95,7.4513508368990164
96,9.41753525510444
97,2.451420374705587
98,3.6631375766813243
99,2.4288843890112477
100,3.7510260950358596
101,7.6592766785568305
102,3.6631375766813243
103,3.104885788980195
104,2.2228036378755105
105,2.1872430416266453
106,3.761910280159648
107,2.2181111715704533
108,2.195001859044848
109,2.4802891801122326
110,3.2056609323317233
111,3.940721444529864
112,2.703225843274261
113,2.652653410827008
114,2.6634106797338983
115,2.467120051320765
116,3.7452623639878344
117,3.5612045700807227
118,3.4500651357826184
119,4.192085826803893
120,4.4163170538312455
121,2.4716267667728773
122,2.3406961951300653
123,2.2114978364853073
124,2.7698035739902025
125,3.683127024484518
126,2.136157369428859
127,2.1340245819386485
128,34.41727036567723
129,2.8849974870103705
130,2.2759703801706506
131,2.701580102570858
132,2.7446693217132454
133,2.746933440325363
134,2.278271921246717
135,2.138235999687073
136,2.3657394719815703
137,5.648551382563857
138,2.0006674085528027
139,3.9228984693178366
140,2.6700307945733748
141,2.9032707714966626
142,2.445424739251453
143,2.5083253240609134
144,2.841808453773848
145,2.642666026417665
146,2.399542153032473
147,2.263953851543588
148,2.221879714795641
149,2.1580340956501773
150,2.5295083510758696
151,2.8951030470807155
152,2.5637129831711936
153,5.049282567132696
154,5.648068892280692
155,5.047427406459626
156,2.488559722091987
157,2.4394664856719133
158,2.310783053451517
159,2.850220189738402
160,2.451420374705587
161,3.252045241954725
162,2.440632226316472
163,2.5338855556093542
164,3.6631375766813243
165,3.5097232581045508
166,2.3538808270859843
167,2.7413818722355416
168,2.671717713860118
169,2.930974167546121
170,2.930974167546121
171,4.492751640811144
172,6.222965940162125
173,2.829786011294425
174,2.8502604806938083
175,2.451420374705587
176,2.3633275939961598
177,2.6107898794979314
178,2.2975240042222147
179,3.3989892612742425
180,2.393964497915874
181,3.118545332913785
182,3.118545332913785
183,2.9624275130653124
184,3.118545332913785
185,3.118545332913785
186,3.123980696943113
187,2.9624275130653124
188,2.9624275130653124
189,2.969654121293464
190,3.118545332913785
191,3.118545332913785
192,2.9624275130653124
193,3.118545332913785
194,3.118545332913785
195,3.123980696943113
196,2.9624275130653124
197,2.9624275130653124
198,2.969654121293464
199,3.118545332913785
200,3.118545332913785
201,3.118545332913785
202,3.2238798203756307
203,3.2238798203756307
204,2.9595466147616842
205,2.9404222731032017
206,2.3894314906643817
207,2.355903794661901
208,2.3836369422029615
209,2.6805100079700557
210,3.3646943799936833
211,3.6035735735867447
212,2.3693615401716337
213,2.3460370825462578
214,2.5341875542216856
215,1.805695416296247
216,2.4962950873024967
217,1.889591050145087
218,2.397961676156576
219,3.672095480469621
220,5.157334662771874
221,2.7337535038690715
222,6.065054235687087
223,2.65900454297788
224,2.43192886544223
225,3.790909124348801
226,3.998910184378075
227,3.998910184378075
228,2.2841108961599828
229,2.2841108961599828
230,2.2841108961599828
231,2.234922296755762
232,2.235551911693158
233,2.2841108961599828
234,2.2841108961599828
235,2.2841108961599828
236,2.234922296755762
237,2.235551911693158
238,2.2841108961599828
239,2.2841108961599828
240,2.234922296755762
241,2.276935825480187
242,2.2841108961599828
243,2.398267595339588
244,2.2841108961599828
245,2.417030885514533
246,2.4768071766001185
247,2.2751572639742004
248,2.2841108961599828
249,2.2841108961599828
250,2.2841108961599828
251,2.2841108961599828
252,2.600227277644473
253,2.6512118494681762
254,2.6039919307131325
255,2.398267595339588
256,2.234922296755762
257,2.235551911693158
258,2.802115078514589
259,3.1906608525970825
260,2.802115078514589
261,3.1906608525970825
262,2.802115078514589
263,3.1906608525970825
264,2.802115078514589
265,3.1906608525970825
266,2.5990655801994618
267,3.1906608525970825
268,3.0864435683861533
269,3.078428527921733
270,3.078428527921733
271,3.078428527921733
272,3.1826289691890604
273,3.1282640079507598
274,5.714382884119968
275,4.150092033209287
276,5.714382884119968
277,4.150092033209287
278,5.714382884119968
279,4.150092033209287
280,5.714382884119968
281,4.150092033209287
282,5.714382884119968
283,4.150092033209287
284,2.451420374705587
285,2.451420374705587
286,5.926026781911059
287,2.77015304320188
288,2.77015304320188
289,2.77015304320188
290,2.77015304320188
291,2.8824938918437937
292,2.7972302131475097
293,2.7972302131475097
294,2.7972302131475097
295,2.7972302131475097
296,5.464661954441418
297,5.464661954441418
298,5.464661954441418
299,5.464661954441418
300,3.610902691905551
301,3.610902691905551
302,3.610902691905551
303,6.131071044797564
304,2.9136337848696474
305,3.4942395680783975
306,3.9223285485760764
307,9.617574600985211
308,2.2374904994797253
309,2.15681108404628
310,2.1927678215845026
311,2.1971219379864775
312,2.1332627109719833
313,2.2228036378755105
314,2.2228036378755105
315,2.683871554906374
316,3.221868282031159
317,2.851134270567359
318,2.7830815497321546
319,2.683706465543639
320,3.633496110599097
321,3.477814923806669
322,2.018880955723602
323,5.926026781911059
324,2.2228036378755105
325,2.191588948047956
326,2.3908752963565583
327,2.3571037111896085
328,1.843669712183248
329,1.9744513587682484
330,1.9727264472332315
331,2.1505849259744245
332,2.10913820392552
333,2.2640161936354746
334,2.1070541881893767
335,1.9859243703017622
336,3.632241110377838
337,2.936530207186683
338,5.90617020567471
339,6.997286102507076
340,2.6036429991494465
341,3.629680261996826
342,2.820988437849327
343,2.898510896752899
344,2.6473362183016094
345,2.648302237543087
346,4.019593239391807
347,2.648302237543087
348,3.624312249789427
349,2.6880647534257256
350,2.660105700963905
351,2.815854594840149
352,2.65453205829583
353,2.665297028730202
354,2.8225059928239675
355,2.8355759405028116
356,2.6036429991494465
357,8.69826711364562
358,2.6860849646147007
359,6.2109123110264175
360,2.516975025125534
361,1.9208428522690733
362,1.9329065098628575
363,1.9820993897230266
364,3.2160438245924095
365,2.458216560957593
366,2.29347805942044
367,3.395104274208212
368,6.506453935351282
369,2.2228036378755105
370,2.2228036378755105
371,3.670609583386561
372,2.817866705499278
373,2.146465626049551
374,2.8489907373690855
375,2.9726525889513273
376,2.658527109589298
377,2.225953482645524
378,2.2784586697119877
379,2.107441088095134
380,1.9714182351460547
381,2.403939387009088
382,2.6222657596184873
383,2.6222657596184873
384,2.339624295861862
385,2.0949422857364137
386,1.8960887897504495
387,2.1442009312129025
388,2.037061489267606
389,3.5181221729854077
390,4.142790544850842
391,3.2395228987906
392,3.4820902820648216
393,3.2395228987906
394,3.507417546242544
395,4.059702332874744
396,4.017725352119081
397,3.6731682680314135
398,4.351369118438705
399,4.351369118438705
400,4.460997501642997
401,3.519890639322683
402,2.973153476405599
403,5.471065776315595
404,5.307188777959705
405,4.052898466661011
406,2.5270237394703674
407,2.490696697736097
408,2.597645289804196
409,2.8976680534845958
410,2.9647493233668527
411,3.112065788801248
412,3.2043642091948614
413,2.885981260401956
414,2.7665344602489927
415,2.298193289139991
416,2.5821353552081336
417,2.5984886246270684
418,3.180636155743865
419,4.119643415780602
420,4.340897440955637
421,2.2949365336890915
422,2.8759055362533013
423,2.0475749953193385
424,1.9961592072244527
425,3.0119167999240606
426,2.9125113576348256
427,3.421692680778291
428,2.4857531667268975
429,3.3292264256389363
430,2.531110960575076
431,3.3462014062591394
432,3.0265546586222367
433,2.3549416749420766
434,3.077832473582311
435,2.8408527864565936
436,2.0448732897160173
437,2.2300267875668904
438,2.294950201048353
439,3.408825821393225
440,2.1470255996261707
441,2.9624455975239634
442,3.383842861190034
443,3.3901896917627297
444,3.7812209184784566
445,2.2616464493249677
446,3.5437073021382366
447,3.476557974427822
448,4.288253073230029
449,4.778086094560141
450,3.9026761380355257
451,3.343900454514656
452,3.263856099195478
453,2.8335787419023117
454,3.668261958361049
455,2.8706315296340126
456,2.771675720582914
457,2.8269999583615104
458,3.312801629991549
459,3.296808157958588
460,2.436211685532384
461,3.069748356866442
462,2.989076170021336
463,3.042886027197344
464,2.1973115034490287
465,3.661505977260288
466,2.1580487343794825
467,2.1811379207326964
468,13.277257772720167
469,2.2228036378755105
470,6.506453935351282
471,3.2160438245924095
472,2.458216560957593
473,2.187931098446633
474,5.926026781911059
475,2.2228036378755105
476,2.2228036378755105
477,3.670609583386561
478,2.5735187653600757
479,3.5208170728145665
480,4.150092033209287
481,1.977252803392135
482,2.4287718857749105
483,2.8395482638785863
484,2.678353296737439
485,4.148427304012019
486,3.987843360359809
487,2.3081748771644635
488,5.926026781911059
489,5.926026781911059
